856106;856106;877500;877500;864729;864729;854039;854039;854039;8670;8670;85382601;85382601;85382601;89742801;89742801;89742801;9113538;9113538;908445;86517;855625;85382601;927241;844981;909445;92751;84799002;854253;866083;868202;867387;871122;87127;865128;91485;866458;883263;883263;866714;866203;86561;863031;868871;926125;926125;926125;864292;8711202;8711202
875263;856106;856106;85922302;864729;84458202;862717;8670;88330202;88330202;87164;87164;85382601;9010018;858986;9010018;921092;9113538;914062;914062;8712729;8712729;8712729;854253;909445;909445;909445;90524101;90524101;859283;916838;916838;916838;865468;91485;91485;91485;883263;865432;86408;855563;879830;854268;862485;869476;86973701;864726;8610862;858477;85759902
875263;875263;843786;863030;862717;862717;862717;857793;88330202;87164;87164;862028;9010018;9010018;858986;907145;868826;868826;914062;914062;8712729;921362;854253;854253;923465;91903901;8511133;90524101;855138;874217;864496;916838;865137;866674;862009;86409;863270;861799;862965;857155;879830;879830;879830;85713702;861598;857156;852781;8510653;857343;8610862
875263;843786;843786;863030;84458202;84458202;861853;857793;857793;857793;86730502;86730502;86730502;858986;858986;915691;868826;868826;917062;91227;8953902;8953902;8953902;854253;9012315;9012315;91594602;90524101;855167;874217;874217;862548;8610175;866674;866674;866674;894618;894618;894618;8510426;91858;923169;926954;853201;857810;852781;852781;925292;8610862;8610862
901034301;901034301;843786;863030;84458202;915691;861853;861853;908489;857438;845636;845636;845636;862028;862028;8511133;8511133;911366;88143502;9113778;91594602;91594602;8953902;908489;91376701;9012315;9012315;852763;85638502;874217;859983;84667401;8911163;925622;8612080;861597;861648;894618;8610908;917080;853201;915940;922577;86135501;881046502;852781;852781;925311;8510824;8610862
901034301;84348301;901034301;84501001;915691;915691;861853;908489;908489;8812877;857438;8812877;8812877;862028;905978;8511133;8511133;9113514;88143502;88143502;91594602;911654;873885;879523;879523;879523;917092;917897;8860702;8860702;91903902;9110127;922576;8911163;8911163;924084;921644;898431;921386;853201;853201;853201;922297;881046502;881046502;881046502;925291;857392;924934;925236
84348301;84348301;903483;84501001;84501001;863030;866083;866083;84799002;857438;857438;8812877;88725602;859283;859283;87930;886452;90745;88143502;905501;907409;873885;873885;873885;879523;896839;914366;881972;8860702;8860702;91813701;9110127;9110127;8911163;888264;918465;898431;898431;898431;914862;915276;916221;84358402;857373;8611161;859465;923748;857392;857392;857392
9013838;84348301;9013838;84501001;881861;866083;866083;84799002;84799002;84799002;88725602;88725602;88725602;859283;859283;859983;886452;886452;89813;89813;89813;905502;9113239;911384;896839;896839;91504;881972;881972;914580;91805;9110127;913535;888264;888264;91813702;865128;919812;91544001;884180;912193;91376702;91930402;91930402;91930402;857374;923780;857392;859196;8711803
9013838;855563;923465;844981;844981;844981;844981;85715;85715;855167;855167;855167;852763;91227;91227;91227;886452;904647;911654;89813;91903902;91903902;911202;911384;911384;896839;911384;881972;90439701;90439701;90439701;877989;877989;877989;888264;917896;865128;865128;884180;884180;912558;878796;91979701;91930402;925277;922296;924632;858970;8711803;8711803
855563;855563;9013838;881861;881861;87930;87930;85715;85715;85638502;852763;852763;859983;859983;9011495;90251;91504;899187;911654;911654;904302;91903902;907367;89869;89869;911320502;9113816;9113455;913512;90439701;9112366;911320501;877989;913102;911391;915460;865128;912519;911408;884180;912600;878796;878796;91789;84358402;915664;921385;846226;859711;8711803
90745;90745;90745;877501;877501;877501;87930;875938;855167;85638502;85638502;852763;859983;8810955;8810955;8810955;91504;91504;8813129;855138;8911800;892214;89869;89869;909411;915940;926954;926954;926954;889403;889403;889403;9112712;8810436;9112594;913535;909220;91376702;91376702;911673;908194;878796;914333;84358402;84358402;84358402;922840;8610629;865423;859487
923465;923465;869691;869691;917062;917062;875938;875938;875938;85638502;9011495;9113239;881861;904647;8810955;855138;898143;8813129;8813129;8813129;8810987;892214;892214;906539;915940;915940;909231;905680;9112085;9111843;889403;892214;8810436;8810436;9112367;913535;913535;90944601;91376702;908194;908194;908194;9111805;915452;91550;91544002;918192;865423;865423;865423
874158;874158;91858;869691;913512;917062;874158;8711561;869691;877501;9011495;9113239;897137;904647;914366;855138;855138;8810987;8810987;8810987;8911800;862548;8911800;904357;908916;886776;905190;905680;905680;89382601;8912280;8912280;8912280;8810436;911150;9110944;906878;906616;9010872;905189;911201;9111805;9111805;914102;91505;846226;915186;854941;8611792;86211
874158;91858;91858;868223;913512;913512;864685;864685;91376701;91376701;9011495;9113239;894329;904647;914366;91813701;91813701;91813701;911320502;911320502;911320502;8911800;862548;862548;886776;886776;904971;905680;905557;89382601;89382601;8912280;905686;913102;904689;9110944;902727;867387;9010872;9010872;907914;9111805;911916;911685;846226;846226;846226;846381;875099;8810703
8711561;8711561;868223;868223;899187;904357;905501;864685;864685;91376701;91903901;904302;90251;857155;914366;8610175;8610175;868202;868202;925622;925622;854268;862548;893548;8912055;886776;892189;909231;898678;89382601;905539;911150;905520;913102;9010877;9110944;89524;867387;867387;9010872;90769602;877159;877159;877159;9113846;914101;913063;855133;8810703;8810703
9113816;9113816;8711561;899187;899187;904357;905501;905501;91903901;91903901;871149;904302;90251;857155;90251;8610175;8610175;868202;868202;925622;854268;854268;9113455;893548;893548;893548;922576;909231;909231;862009;9013579;911150;911150;913102;90401601;9110944;894855;867387;9010598;861648;901034302;9110720;877159;9111596;9010333;89143602;901011;924964;8810703;8810703
892189;892189;8912055;8912055;863031;904357;861103;864018;864018;864018;872608;904302;871149;857155;8612080;8612080;911202;911202;911202;854268;862009;862009;9113455;9113455;88518501;922576;922576;897880;89511501;905557;905557;903554;902976;902976;914862;893526;89524;89524;895299;861648;861648;90401602;906564;906290;8710441;89143602;89143602;894047;924342;855133
8710441;892189;8912055;911366;911366;862722;861103;861103;864018;905502;905502;871149;871149;857155;8612080;89511501;89511501;914580;914580;869224;8711002;862009;8711002;9113816;905190;905190;86135501;86135501;86135501;915460;905557;901549;902976;901836;914862;914862;89524;909220;897374;861648;898690;895633;895633;895633;898677;89143602;875093;8911164;855133;855133
8710441;8710441;904971;904971;911366;859471;861103;88466802;9112366;905502;906539;906539;869218;8810528;8810528;89511501;914580;8612080;869224;869224;8711002;917080;917080;868223;905190;884437;874858;86135501;921644;915460;869931;8510426;902976;8510426;90317302;861598;909220;909220;89864002;899667;899667;902975;895633;906024;903011;904969;907915;894335;919537;855133
907145;907145;872608;904971;907409;907409;855563;88466802;9112366;9112366;863031;869218;869218;8810528;898678;898678;865137;865137;884626;884626;865137;869224;917080;8811779;9112085;874858;874858;874858;921644;915460;869931;869931;8510426;8510426;896864;861598;861598;89827;899147;899667;899667;901041;8711216;8711216;909410;8611792;8611792;90312;881094802;881094802
9010333;9010333;872608;907145;9113514;907409;917897;88466802;858981;906539;863031;863031;897137;897137;898678;903554;903554;865137;884626;862485;896864;896864;8810528;9112085;9112085;88466802;857156;8912909;921644;869931;86561;8812816;8812816;8711002;894604;861598;906564;906564;88411702;897132;86973701;89511502;8711216;8711216;908469;8611792;909777;90312;90250;881094802
9010333;903483;872608;9113778;9113514;9113514;917897;909411;909411;909411;905520;905520;905520;897137;85759902;903554;862485;862485;918465;918465;896864;8610908;8812844;88147202;88203002;857156;857156;921386;921386;921386;86561;893526;893526;8812816;89382602;8910251;906564;871001501;88411702;857810;86973701;86973701;87281702;90291;9047;8611792;90312;90312;90769601;881094802
903483;903483;905978;9113778;9113778;917092;917897;923169;85713702;858477;859196;862261;8912909;8912909;8912909;874373;874373;862485;918465;874373;908916;8610908;8811523;88147202;88147202;883270;857156;8910720;8910996;89296;86561;86561;893526;8812818;89382602;89382602;90944601;871001501;88411702;88411702;86973701;9010258;87281702;87281702;905189;9013005;8911670;8911670;9113156;9012795
921092;921362;905978;92751;917092;864033;864033;864033;8811779;8811779;869254;869254;869254;911391;862980;874373;913063;89864002;89864002;872113;908916;8610908;8711003;88147202;883270;883270;883270;917896;917896;8610908;906878;906878;8812818;8812818;884626;89382602;90944601;893988;88350402;8912284;8915;894089;87281702;901028;905189;905189;8911670;8911670;9012795;9012795
92751;92751;905978;859471;917092;898143;923169;923169;8811779;8910251;8910251;90317302;901549;901549;901549;884689;913063;913063;89864002;85759902;908916;8711003;8711003;8711003;9013579;9112594;914102;882488;917896;883852;906878;884689;8812818;8812816;89143601;892604;90944601;88350402;88350402;8910506;8915;8915;911916;9010259;9012568;912600;901315;9013594;903811;9012795
921092;921092;859471;859471;91805;898143;862261;862261;862261;8910251;90317302;90317302;911391;901836;884689;884689;858970;88518501;88518501;85759902;8811523;861597;869218;879804;9013579;9112594;914102;914102;907914;907914;907914;912519;912519;912558;912558;912558;86973702;892399;88350402;911201;8915;891670;911916;911916;891923;912600;897604;915452;915452;901303
921362;921362;858981;925236;859464;898143;897880;897880;897880;8910996;8910996;88147101;911391;901836;901836;916221;89296;89296;88518501;85759902;8811523;861597;861597;861597;9013579;9112594;8810158;90401601;90401601;88147101;8910748;912519;892657;893061;89344;86973702;86973702;86973702;865432;911201;911201;908469;8712853;9012568;9012568;912600;894090;915452;891936;901303
862722;862722;858981;862722;859464;859464;907367;907367;8910996;915276;868999;868999;88147101;883852;916221;916221;89296;857343;862989;905686;8811523;869254;871642;8712064;84667401;84667401;84667401;90401601;8510653;8510653;8510653;891703;9010877;89346;911673;911673;893783;865432;865432;865432;908469;908469;8712853;8712853;9012568;8712291;8913;915664;901303;901303
871001502;871001502;858981;871001502;9112712;9112712;862980;862980;882488;882488;882488;868999;88147101;883852;883852;906290;857343;857343;864033;905686;905686;862965;862965;862965;8810158;8810158;84667401;91813702;8510653;911408;874839;89344;9010877;9010877;911673;88147102;88147102;88147102;8911230;873586;909410;8712853;914333;914333;8712291;8712291;8712291;915664;8910721;8910721
85713702;85713702;894329;925236;9112712;924342;862980;8910720;8812844;8812844;8812844;922577;922577;919812;906290;906290;9113846;857343;868871;859465;864496;868999;862965;912193;857374;8810158;91813702;91813702;911408;911408;8611161;89344;875878;88249602;8910499;87556202;88147102;883539;891923;891923;909410;8911834;914333;861799;861799;861799;891716;915664;8910721;8910721
864496;85713702;894329;925236;884437;884437;884437;862989;8910720;8910720;919812;922577;907367;88203002;919812;859711;9113846;9113846;8712064;8712064;8712064;891703;912193;912193;857374;857374;866714;871122;871122;8611161;894855;89344;88249602;88249602;88249602;901028;901028;9013005;891923;8911834;909410;884448;9113156;8912521;861799;846381;846381;846381;854941;854941
864496;858477;894329;859196;924964;894604;894604;894604;862989;923780;925291;925291;925291;88203002;88203002;925311;871001502;9111596;859465;8510824;911320501;911320501;891703;891703;857374;866714;866714;871122;871122;8611161;894855;873843;922297;922297;925292;901028;9013005;9013005;857373;8911834;8911834;9113156;9113156;88199202;90291;90291;846381;8913049;854941;854941
91805;858477;915276;859196;915186;858970;858970;862989;919537;923780;893061;923780;924934;859464;9111843;9111843;9110720;9111596;9111596;859465;859465;911320501;898690;864726;895299;874839;866714;87139402;87139402;8611161;894855;87139402;922297;87556202;87556202;875878;87127;857373;857373;865468;865468;903811;925277;874662;90291;875099;866458;871641;8610629;86408
864496;91805;915276;859196;8510824;858970;898677;923748;923748;897132;893061;925311;925311;88199202;9111843;9110720;9110720;89143601;911685;906616;89827;898690;898690;863270;895299;895299;874839;87139402;874839;904689;904689;904689;8910506;87556202;875878;875878;902727;902727;857373;865468;903811;903811;925277;925277;86409;86409;866458;866458;8610629;8610629
915186;915186;858477;89346;8510824;8510824;898677;898677;897132;897132;893061;923748;91789;88199202;88199202;893783;89143601;89143601;903011;89827;87127;8910748;8910748;864292;91505;91505;9010259;89511502;89511502;89511502;869476;868682;8910506;8910506;91979701;87106;9047;902727;865468;9013594;9013594;884448;884448;859487;86409;86409;866458;918192;918192;8610629
859711;859711;89346;89346;922840;924964;864292;901315;892657;91544002;892657;909777;90250;91544002;91544001;893783;893783;868682;911685;89827;906616;8910748;873843;902975;9010259;9010259;8912284;8912521;91505;90769602;9010598;9010598;9010598;91979701;91979701;873357;901041;891670;891670;897604;9013594;8913;884448;873586;914101;914101;904969;86211;918192;894335
859711;864726;872113;872113;879804;924964;864292;879804;892657;919537;91544002;90250;891936;91789;90769601;874662;874662;868682;911685;8911230;906616;901011;873843;899147;902975;902975;8912284;8912521;90769602;90769602;901034302;897374;9112367;873357;873357;924632;901041;891670;906024;906024;8913;8913;894090;873586;914101;921385;904969;904969;894335;894335
864726;864726;872113;905539;879804;892399;864292;922840;922840;919537;90769601;90250;90769601;91789;874662;91544001;91544001;868682;87106;8911230;8911230;871642;873843;899147;899147;8912284;90401602;8912521;901034302;8910499;8910499;9112367;9112367;922296;873357;863270;901041;894089;906024;894089;897604;897604;891716;873586;91550;9010258;9010258;875093;8913049;8911164
894047;924342;905539;924934;892399;892399;875099;901315;909777;891936;891936;871641;86408;907915;91550;907915;893988;87127;87106;921385;903011;871642;869476;869476;869476;892604;90401602;857810;901034302;857810;8910499;925292;922296;922296;924632;897374;863270;9047;9047;894089;891716;894090;859487;859487;86211;9010258;868871;8913049;8911164;8911164
894047;924342;905539;924934;894047;875099;875099;901315;909777;871641;871641;86408;86408;907915;91550;893988;893988;87127;87106;921385;903011;871642;901011;901011;892604;892604;90401602;857810;871001501;871001501;925292;924084;924084;924632;924084;897374;863270;883539;883539;883539;891716;894090;859487;86211;86211;868871;868871;8913049;875093;875093
