856106;856106;856106;877500;877500;864729;864729;854039;854039;8670;8670;85382601;85382601;85382601;8610404;89742801;9113538;9113538;9113538;86517;86517;914062;855625;927241;84799002;854253;85715;858986;862028;869691;868202;866674;8711002;8711003;86561;865128;883263;883263;883263;865432;866203;862548;862965;866714;868871;926125;926125;864292;8711202;8711202
875263;856106;863030;84458202;877500;864729;854039;854039;88330202;8670;87164;85382601;87164;9010018;858986;9010018;923465;92751;852631;914062;914062;8712729;8712729;854253;921362;909445;909445;8511133;855167;859283;916838;916838;916838;865137;91485;91485;91485;86409;86408;862009;857155;923169;879830;862485;866458;864726;864496;861598;858477;85759902
875263;862717;843786;863030;862717;862717;862717;88330202;88330202;857793;87164;845636;862028;9010018;858986;921092;868826;868826;84348301;914062;8712729;8712729;854253;854253;91594602;909445;909445;90524101;852763;874217;859983;916838;863270;866674;866674;91485;861799;861648;894618;859464;879830;879830;879830;85713702;86135501;8610862;859196;857343;8610862;8610862
875263;843786;843786;863030;84458202;84458202;861853;857793;857793;87164;845636;86730502;86730502;9010018;858986;858986;868826;868826;917062;91504;8953902;8953902;9012315;854253;9012315;9012315;844981;90524101;85638502;874217;874217;8612080;8610175;866674;866674;861597;894618;894618;894618;84667401;917092;91858;922576;853201;859465;852781;852781;925291;8510824;8610862
901034301;875263;843786;863030;84458202;915691;861853;861853;857793;857438;845636;845636;86730502;862028;862028;915691;9113778;88143502;88143502;911366;91594602;8953902;8953902;879523;91376701;9012315;90524101;90524101;91903902;874217;855138;925622;8911163;926954;854268;857156;8610908;8510653;8510426;918465;853201;915940;922577;881046502;881046502;852781;852781;852781;925311;8610862
901034301;901034301;901034301;84501001;915691;915691;861853;866083;908489;857438;857438;8812877;8812877;862028;908489;8511133;8511133;8511133;88143502;9113514;91594602;91594602;879523;879523;879523;91227;914366;917897;91805;91813701;8860702;9110127;91903901;8911163;8911163;921386;898431;898431;919812;853201;853201;853201;921644;881046502;881046502;8611161;925292;923780;924934;925236
84348301;84348301;92751;84501001;84501001;866083;866083;866083;908489;908489;8812877;857438;8812877;859283;859283;886452;886452;8511133;88143502;905978;907409;9113239;873885;873885;873885;896839;896839;881972;8860702;8860702;8860702;9110127;9110127;8911163;888264;91813702;898431;898431;91979701;915276;914862;917896;925277;91930402;857373;857374;924964;857392;857392;857392
855563;84348301;84348301;84501001;87930;85715;84799002;84799002;84799002;84799002;88725602;88725602;88725602;859283;859283;91227;886452;886452;89813;89813;89813;91903902;90745;873885;911654;896839;913512;881972;881972;90439701;914580;9110127;916221;888264;888264;917080;865128;865128;914102;912519;912558;91789;91930402;91930402;91930402;84358402;857392;857392;8711803;8711803
9013838;9013838;9013838;844981;844981;844981;85715;85715;85715;855167;855167;855167;852763;91227;91227;88725602;875938;903483;911654;89813;91903902;91903902;905501;911384;911320502;896839;911384;881972;90439701;90439701;90439701;877989;877989;877989;888264;865128;865128;915460;884180;884180;884180;91376702;922296;924632;924084;922297;923748;857810;8711803;8711803
855563;855563;881861;881861;881861;87930;87930;844981;855167;85638502;852763;852763;859983;859983;9011495;9013838;91504;90251;911654;911654;904302;904647;89869;911384;911384;911202;9112366;9112085;9113455;911320501;889403;9112712;911391;877989;912193;913102;913535;911673;91376702;884180;9111805;878796;914333;919537;84358402;84358402;921385;858970;859711;8611792
90745;90745;869691;877501;877501;877501;875938;87930;85638502;85638502;85638502;852763;859983;859983;8810955;8810955;91504;91504;8813129;8810987;8911800;892214;892214;89869;89869;906539;926954;926954;926954;889403;889403;889403;8810436;8810436;9110944;913535;911150;9112594;91376702;911408;908194;878796;878796;915664;84358402;84358402;922840;865423;859487;846226
923465;923465;869691;869691;917062;917062;875938;875938;877501;881861;9011495;9113239;898143;904647;855138;8810955;8810955;8813129;8813129;8813129;8911800;892214;892214;89869;915940;915940;909411;905680;9111843;909231;908916;8912280;8810436;8810436;913535;913535;909220;90944601;91376702;908194;908194;908194;878796;915452;91550;91505;918192;865423;865423;865423
874158;874158;923465;855563;869691;917062;874158;8711561;864685;9011495;9011495;9113239;897137;904647;855138;855138;855138;8810987;8810987;8810987;8911800;862548;8911800;904357;915940;886776;905190;905680;905680;905557;8912280;8912280;8912280;907367;906878;907914;905686;9010872;9010872;911201;9111805;9111805;9113156;912600;914101;846226;91544001;846381;8610629;86211
874158;8711561;91858;91858;913512;905501;864685;864685;91376701;91376701;88466802;9113239;871149;904647;914366;91813701;91813701;91813701;911320502;911320502;911320502;862548;862548;862548;886776;886776;886776;905680;904971;89382601;89382601;89382601;905520;904689;913102;9110944;9013005;867387;9010872;905189;9111805;9112367;877159;911916;846226;846226;846226;854941;865423;8810703
8711561;868223;868223;913512;913512;904357;905501;864685;864018;91376701;91903901;904302;90251;857155;914366;8610175;8610175;868202;868202;925622;925622;854268;862009;89511501;893548;9010333;899187;922576;898678;903554;89382601;905502;90401601;913102;9110944;9110944;9010877;867387;867387;9010872;90769602;877159;877159;911685;9113846;9113816;913063;855133;8810703;8810703
9113816;8711561;868223;899187;899187;904357;905501;861103;91903901;91903901;904302;904302;90251;857155;914366;8610175;8610175;868202;868202;925622;854268;854268;9113455;893548;893548;893548;922576;909231;909231;905557;90317302;911150;911150;913102;902727;893526;89524;867387;9010598;861648;901034302;906564;877159;9111596;9110720;89143602;907145;924342;871641;8810703
892189;892189;8912055;8912055;899187;904357;91858;864018;864018;864018;863031;8612080;857155;90251;857155;8612080;911202;911202;911202;854268;862009;862009;9113455;88518501;8910251;892189;922576;909231;897880;915460;905557;911150;901836;902976;914862;89524;89524;89524;895299;861648;861648;9047;895633;906290;8913049;89143602;89143602;915186;855133;855133
9113816;892189;8912055;904971;911366;911366;861103;861103;905502;905502;906539;871149;871149;871149;89511501;8612080;89511501;914580;914580;869224;8711002;862009;9113455;8710441;905190;905190;86135501;86135501;86135501;915460;905557;9013579;902976;901549;914862;914862;89827;909220;909220;861648;899667;903011;895633;90401602;901011;89143602;875093;8911164;855133;855133
907145;907145;9113816;904971;904971;911366;861103;88466802;9112366;905502;863031;906539;869218;8810528;8810528;8612080;89511501;865137;914580;869224;8711002;8711002;917080;868223;905190;8811779;874858;86135501;915460;921644;869931;869931;902976;902976;896864;89864002;861598;909220;898690;899147;899667;902975;895633;895633;905539;904969;907915;901315;909777;91544002
8710441;8710441;872608;858981;907409;907409;90745;88466802;9112366;9112366;863031;869218;906539;8810528;898678;898678;865137;865137;884626;884626;869224;917080;917080;872608;9112085;874858;874858;894604;921644;921644;869931;869931;8510426;8510426;8510426;861598;861598;861598;898677;899667;899667;9010258;8711216;8711216;906616;8611792;8611792;90312;881094802;894335
9010333;8710441;872608;907145;9113514;907409;923169;88466802;859464;859471;863031;869218;897137;897137;903554;903554;862485;862485;884626;865137;896864;869224;88147202;8810528;9112085;884437;874858;857156;921386;894855;86561;893526;893526;8510426;8711002;906564;906564;894329;88411702;894047;86973701;86973701;8711216;8711216;906024;8611792;909410;90312;881094802;881094802
9010333;9010333;872608;9113778;9113514;9113778;917897;917897;909411;909411;905520;905520;897137;903554;898678;874373;862485;862485;918465;918465;896864;8610908;874373;88147202;9112085;88147202;857156;857156;921386;921386;86561;893526;8812816;8812816;89382602;8912055;906564;88411702;88411702;871001501;86973701;89511502;87281702;901041;90291;8611792;90312;90312;90769601;881094802
903483;903483;905978;9113778;9113514;917092;864033;917897;8811779;909411;859196;905520;8912909;8912909;8912909;874373;864033;869218;918465;896864;908916;8610908;8610908;88147202;88203002;883270;857156;8912909;89346;906878;86561;86561;8812816;8812818;89382602;89382602;89382602;901034302;88411702;857810;86973701;897132;87281702;87281702;901028;90250;908469;8911670;9012795;9012795
921092;903483;905978;925236;917092;917092;864033;864033;8811779;8910251;858477;869254;869254;869254;862722;874373;89864002;89864002;89864002;908916;908916;8610908;8711003;8711003;883270;883270;883270;917896;917896;906878;906878;8812816;8812818;8812818;8910996;89296;90944601;90944601;88350402;8910499;8915;87281702;905189;905189;905189;9012568;903811;8911670;8911670;9012795
92751;92751;905978;859471;859471;898143;923169;862261;8811779;8910251;8510824;90317302;901549;901549;901549;884689;913063;913063;88518501;88518501;85759902;869254;8711003;8810158;9013579;9112594;8812844;882488;917896;883852;8910720;884626;8812818;891703;89143601;893061;90944601;88350402;88350402;892604;8915;8915;897374;9010259;893988;9012568;915452;9013594;8911670;9012795
921092;921092;921362;859471;898143;898143;923169;862261;862261;8910251;8910996;90317302;90317302;901836;859711;884689;884689;913063;88518501;85759902;8811523;861597;8711003;8811523;9013579;9112594;914102;914102;907914;907914;907914;912519;8910748;912558;912558;912558;86973702;88350402;8912284;892399;8915;8712853;911916;891923;9012568;912600;897604;915452;915452;901303
921362;921362;862722;859464;864496;907367;897880;897880;897880;8910996;911391;911391;911391;901836;901836;916221;89296;89296;85759902;85759902;8811523;861597;861597;879804;9013579;9112594;914102;90401601;90401601;88147101;884689;912519;9010877;892657;86973702;86973702;88147102;89344;865432;911201;911201;908469;911916;911916;9012568;912600;912600;894090;894089;901303
862722;862722;858981;859464;859464;862980;907367;907367;8910996;882488;868999;868999;88147101;88147101;883852;916221;89296;901011;862261;916221;8811523;861597;871001502;862965;8810158;84667401;84667401;90401601;8510653;8510653;8510653;912519;9010877;911673;911673;86973702;88147102;893783;865432;911201;8712853;8712853;908469;908469;8712291;8712291;891716;915664;901303;901303
871001502;871001502;858981;871001502;9112712;9112712;862980;862980;8812844;882488;882488;868999;88147101;883852;883852;906290;857343;857343;857343;905686;905686;862965;862965;862965;8810158;84667401;84667401;8510653;91813702;911408;871122;874839;9010877;911673;88249602;88147102;88147102;865432;865432;8911230;891670;8712853;914333;914333;8712291;8712291;8913;915664;8910721;8910721
85713702;85713702;858981;925236;9112712;924964;91805;884437;8812844;8812844;922577;922577;922577;919812;906290;906290;9113846;857343;868999;8712064;905686;868682;8712064;912193;857374;8810158;87127;91813702;91813702;911408;911408;89344;89344;88249602;88249602;901028;8910506;883539;891923;891923;909410;8911834;914333;861799;861799;861799;846381;915664;8910721;8910721
85713702;864496;894329;925236;894329;884437;884437;862989;8910720;862989;922840;923780;919812;85713702;919812;858970;9113846;9113846;8712064;8712064;864496;891703;912193;912193;857374;857374;866714;866714;8611161;8611161;894855;89344;873843;88249602;87556202;901028;875878;9013005;8911834;891923;909410;909410;9113156;884448;861799;846381;846381;891936;871641;854941
864496;91805;894329;859196;859196;858970;894604;862989;8910720;8910720;925291;925291;925291;88203002;88203002;925311;864292;862989;859465;859465;911320501;911320501;891703;891703;857374;866714;866714;871122;871122;8611161;894855;87106;922297;922297;922297;901028;873357;9013005;857373;8911834;8911834;88199202;9113156;9113156;90291;90291;846381;875099;854941;854941
858477;858477;858477;859196;858970;858970;894604;894604;871642;923780;923780;925311;924934;88203002;9111843;9111843;9110720;9111596;859465;859465;862980;911320501;898690;864726;895299;874839;87139402;87139402;871122;8611161;894855;904689;87556202;87556202;87556202;875878;857373;9013005;857373;865468;903811;903811;925277;874662;90291;8912521;866458;873586;8610629;854941
91805;915276;915276;915186;915276;924342;923748;91544002;923748;923748;91789;925311;919537;88199202;9111843;9110720;9110720;9111596;9111596;911685;89827;898690;898690;863270;895299;895299;874839;87139402;874839;869476;904689;904689;8910506;87139402;875878;875878;902727;902727;857373;865468;9013594;903811;925277;925277;86409;86409;866458;866458;8610629;8610629
915186;915186;905539;8510824;8510824;8510824;898677;898677;897132;897132;893061;893061;893061;88199202;88199202;893783;89143601;89143601;89143601;89827;89827;8910748;8910748;921385;91505;91505;9010259;89511502;89511502;89511502;868871;8910506;8910506;871642;924632;872113;865468;902727;906024;865468;9013594;884448;884448;859487;86409;86408;866458;918192;918192;8610629
859711;859711;872113;89346;89346;898677;864292;864292;892657;91544002;897132;90769601;909777;91789;91544001;893783;893783;868682;868682;903011;87127;8910748;906616;902975;9010259;9010259;8912284;8912521;90769602;90769602;9010598;9010598;9010598;91979701;91979701;91979701;901041;891670;906024;897604;9013594;8913;884448;873586;86409;914101;904969;86211;918192;894335
859711;864726;872113;89346;879804;924964;864292;892657;892657;919537;91544002;901315;90250;91789;874662;874662;874662;868682;911685;906616;906616;8911230;873843;899147;902975;902975;8912284;8912521;8912521;90769602;925292;897374;924084;873357;873357;873357;901041;891670;891670;906024;8913;8913;894090;873586;914101;91550;904969;904969;894335;894335
864726;864726;872113;879804;879804;924964;892399;922840;922840;919537;891936;90250;90769601;90250;91544001;91544001;907915;911685;87106;8911230;8911230;873843;873843;899147;892604;91505;8912284;90401602;871001501;857810;8910499;9112367;9112367;9112367;922296;863270;901041;9047;894089;883539;897604;897604;891716;873586;914101;9010258;9010258;8913049;875093;8911164
894047;924342;905539;924934;892399;892399;875099;901315;909777;871641;891936;86408;90769601;907915;907915;893988;893988;87127;87106;921385;903011;871642;901011;869476;899147;892604;90401602;871001501;901034302;901034302;8910499;8910499;922296;922296;924632;897374;863270;9047;883539;894089;891716;894090;859487;859487;86211;9010258;868871;8913049;8911164;8911164
894047;924342;905539;924934;894047;875099;875099;901315;909777;871641;871641;891936;86408;86408;91550;91550;893988;87127;87106;921385;903011;871642;901011;869476;869476;892604;90401602;871001501;857810;857810;925292;925292;924632;924084;924084;897374;863270;9047;883539;894089;891716;894090;859487;86211;86211;868871;868871;8913049;875093;875093
